id,human_readable_id,source,target,description,weight,combined_degree,text_unit_ids
9a527093-85f7-4929-86c4-7c59c868b455,10,偏头痛,ICHD-3,关于,1.0,298,['c140c162c90939e05a299d71572861e3812da213e3ed9a7bec1a0b3e61fdb805652a228f1d034b56e7b2b615d46016055104aaf15ae6f9d922243d025c251c97']
464288ca-6376-41e0-ab88-76761db2077d,11,中国偏头痛患者,本指南,应用于,2.0,42,['dd608c502dd3df470da4739e60c9117f368d7c09893d7a66daf0f1880135abaaab38c47cce32f1f3256155851d6c9819a7d9ace0f1afaa233d5cea0edb7666a2']
9bb305f9-6df9-47b6-a8b2-b3ba667786e4,12,本指南,指南制订工作组,由...组成,2.0,42,['fafeca9006beea150ddc26d01f7626dd73339ebc97279ba19690260ecd08486a42d840a6a7fcc10014f621a01571a10508398e798582ce8e9d8bd055332f84f9']
9c2c05e2-0a8f-4559-9cb1-76b0dcd36703,13,本指南,2021 年 12 月31日,证据截至日期为,1.0,42,['26cdfeb8b4da5f299b28b04ed70798dad94c45baa9db39d3123eafa0718a71246a0b75a0c95782b5d47518a83aafe3428efcbb87d8a5df74278212364ed15601']
e48d7c51-7ce3-4f37-8157-8bf6cfaee2e6,14,本指南,PUBMED/MEDLINE,系统检索了,8.0,42,['26cdfeb8b4da5f299b28b04ed70798dad94c45baa9db39d3123eafa0718a71246a0b75a0c95782b5d47518a83aafe3428efcbb87d8a5df74278212364ed15601']
2e3803fc-118f-4f27-92d7-71a23735c41b,15,本指南,COCHRANELIBRARY,系统检索了,8.0,42,['26cdfeb8b4da5f299b28b04ed70798dad94c45baa9db39d3123eafa0718a71246a0b75a0c95782b5d47518a83aafe3428efcbb87d8a5df74278212364ed15601']
997cd733-285f-4d74-bcec-ba6c722b0e9b,16,本指南,中国生物医学文献数据库,系统检索了,8.0,42,['26cdfeb8b4da5f299b28b04ed70798dad94c45baa9db39d3123eafa0718a71246a0b75a0c95782b5d47518a83aafe3428efcbb87d8a5df74278212364ed15601']
25280bd2-a531-4767-9347-09fe55dfc871,17,本指南,万方数据库,系统检索了,8.0,42,['26cdfeb8b4da5f299b28b04ed70798dad94c45baa9db39d3123eafa0718a71246a0b75a0c95782b5d47518a83aafe3428efcbb87d8a5df74278212364ed15601']
f8995c46-9f9c-4ea4-a567-fa085b3aa5fc,18,本指南,中国知网,系统检索了,8.0,42,['26cdfeb8b4da5f299b28b04ed70798dad94c45baa9db39d3123eafa0718a71246a0b75a0c95782b5d47518a83aafe3428efcbb87d8a5df74278212364ed15601']
8082e0a6-8880-4453-a436-c8b468bcc0d1,19,本指南,中文科技期刊全文数据库,系统检索了,1.0,42,['26cdfeb8b4da5f299b28b04ed70798dad94c45baa9db39d3123eafa0718a71246a0b75a0c95782b5d47518a83aafe3428efcbb87d8a5df74278212364ed15601']
ee3adfc4-4786-4b8f-9f1f-e21c00a70a69,20,高,GRADE,包含证据等级,9.0,18,['c56c082a1d67f7a82ea50c939b5293fc77c796523b73fbda1c19edae6897f1fbb60357c03d3a6538e7734aa79ad8dcd84e0eacca00191b66600d512dfa072bbf']
027178b0-633d-49b8-b90e-a7d008031ff2,21,中,GRADE,包含证据等级,9.0,13,['c56c082a1d67f7a82ea50c939b5293fc77c796523b73fbda1c19edae6897f1fbb60357c03d3a6538e7734aa79ad8dcd84e0eacca00191b66600d512dfa072bbf']
19c04760-3a17-4cb4-91b8-02a2ac2b7c77,22,低,GRADE,包含证据等级,9.0,12,['c56c082a1d67f7a82ea50c939b5293fc77c796523b73fbda1c19edae6897f1fbb60357c03d3a6538e7734aa79ad8dcd84e0eacca00191b66600d512dfa072bbf']
9b4262f4-cab2-495a-97b5-a11861767a63,23,极低,GRADE,包含证据等级,9.0,11,['c56c082a1d67f7a82ea50c939b5293fc77c796523b73fbda1c19edae6897f1fbb60357c03d3a6538e7734aa79ad8dcd84e0eacca00191b66600d512dfa072bbf']
cc7a30ca-470f-4432-be7d-e6940ee96c54,24,强推荐,GRADE,包含推荐强度,9.0,10,['c56c082a1d67f7a82ea50c939b5293fc77c796523b73fbda1c19edae6897f1fbb60357c03d3a6538e7734aa79ad8dcd84e0eacca00191b66600d512dfa072bbf']
ad1b0953-4c77-4576-aace-501d40542dca,25,弱推荐,GRADE,包含推荐强度,1.0,9,['c56c082a1d67f7a82ea50c939b5293fc77c796523b73fbda1c19edae6897f1fbb60357c03d3a6538e7734aa79ad8dcd84e0eacca00191b66600d512dfa072bbf']
11dcb60e-836a-4adb-9b06-fce3d77dda54,26,偏头痛,中西医结合诊断,用于诊断,2.0,297,['5b2b629e920eee7acb2a8b6ed13d94c3e4d8b59416c6f36d7802477626230f54f08867caab065896c2f88ed0b27e72192dcd00e91dd319384c60c93ff5dc53e0']
6cfcca66-5973-4cc3-86ac-01c95897b495,27,偏头痛,无先兆偏头痛,是亚型,80.0,309,"['d367f90eabc912a20127d093959a17ddc86a9a88de21f1419a4109388e57aa6cda506f9a92e29b80881246f38b934d6e4e57b35382930c0033fb9bb0245cad27'
 '3e5a7823f367d808b075c927a048ad6aec7571837c239a9d1fdebd622603d83e1f69c942f132152574d012035cbb0e3340e4f8d663f52d4f541fe94813aecfa5'
 'd9f6bea0a5ab1dc7bde9ebf7669fabe84fffb7deee4bb8bb67b0c35551979d2339d12c15802d5bd80ef750d064c46db2b29d58f4084b4ada538ca1df416ac78c'
 'f944982c19751a636cf523ae9ce5e3ee3c531fbead528a83438f2fac78559a2c3d2b3ad69e202489723ad8579e9bd563ac72000f93c3817ed57ca782e5b2509e'
 '148bb5ee1d2a73e26a81fe913e4da61f1347f1bc2dd855a432013c63e266eed6d08d8d2527f8195020d488dedebf886e6ad42aeaaf088b7a0af40376a96f29b8'
 'a273030661a96ecbdcd506391fdd65a62dff5c58ebe9dc9d5a5d988a5ec21a61597b93aaa369fea575f760a5f95940c98aea36bf399c204dba5c8264e826cf7d']"
afe163ec-ae90-477f-89d2-af6a807910fc,28,偏头痛,有先兆偏头痛,偏头痛是一种常见的原发性头痛疾病，其中“有先兆偏头痛”是偏头痛的一个特定亚型或类型。,70.0,319,"['d367f90eabc912a20127d093959a17ddc86a9a88de21f1419a4109388e57aa6cda506f9a92e29b80881246f38b934d6e4e57b35382930c0033fb9bb0245cad27'
 '3e5a7823f367d808b075c927a048ad6aec7571837c239a9d1fdebd622603d83e1f69c942f132152574d012035cbb0e3340e4f8d663f52d4f541fe94813aecfa5'
 '0e212d8c2c842ee5de12af1433ca1bc447466457d87d7873dc236531a59f56c27f20411f5b1eb47a8f697027a165c03b43f5f71976348f46b3caf662514fc44e'
 '148bb5ee1d2a73e26a81fe913e4da61f1347f1bc2dd855a432013c63e266eed6d08d8d2527f8195020d488dedebf886e6ad42aeaaf088b7a0af40376a96f29b8'
 'a273030661a96ecbdcd506391fdd65a62dff5c58ebe9dc9d5a5d988a5ec21a61597b93aaa369fea575f760a5f95940c98aea36bf399c204dba5c8264e826cf7d']"
b7913743-28ae-4ec2-bad5-0336edd00995,29,偏头痛,慢性偏头痛,偏头痛是一种常见的原发性头痛疾病，其亚型之一为慢性偏头痛。慢性偏头痛通常指病程较长、发作频率较高的偏头痛类型，属于偏头痛的亚型或病程较长的临床分类。,62.0,322,"['d367f90eabc912a20127d093959a17ddc86a9a88de21f1419a4109388e57aa6cda506f9a92e29b80881246f38b934d6e4e57b35382930c0033fb9bb0245cad27'
 '3e5a7823f367d808b075c927a048ad6aec7571837c239a9d1fdebd622603d83e1f69c942f132152574d012035cbb0e3340e4f8d663f52d4f541fe94813aecfa5'
 '00a0c1db6485e7cbac54a732052006a67c99da84f0e4ae3b0b5ef4c9c184759efc49103ab0655d3717b6119de694b25d045ac14ada547d3f5696cd69ad0fcb0b'
 '3f782c82580d6e62e08d2748ae50d379c9ad01c81d9265f50b9abe64ef32dd96ddc92b0a6cb55092a728e73bf9bba8a93ed4b1306fab2fe207936fee806ea0a0'
 '148bb5ee1d2a73e26a81fe913e4da61f1347f1bc2dd855a432013c63e266eed6d08d8d2527f8195020d488dedebf886e6ad42aeaaf088b7a0af40376a96f29b8'
 '4539c484e5bf2d61749b4d64c10d034e623dd3ef4e3c28a227462428e6862fde175c62c0bdbea123d78990880838c55f2a3fb1f48f7172a9e35b73ec0541a88e']"
a4481e60-a7bb-4c40-904d-29c0360f8ab3,30,偏头痛,偏头痛并发症,涉及,2.0,297,['d367f90eabc912a20127d093959a17ddc86a9a88de21f1419a4109388e57aa6cda506f9a92e29b80881246f38b934d6e4e57b35382930c0033fb9bb0245cad27']
1dffe345-d9ad-434d-a03b-ccb245a8de58,31,偏头痛,很可能的偏头痛,是亚型,8.0,297,['d367f90eabc912a20127d093959a17ddc86a9a88de21f1419a4109388e57aa6cda506f9a92e29b80881246f38b934d6e4e57b35382930c0033fb9bb0245cad27']
4658debd-80e9-4d1c-91e8-23bab5a0185a,32,偏头痛,急性发作期,包含治疗阶段,9.0,298,['8e89504c56712d7e6317736021612ef16ebddf16c46e654d54035c555b49620dfe19a8c613ebbd5416f9b95ce048c5e338d85bd7535a5d4c23921bf1ae047a96']
d13a3c52-6ae5-456d-bfcd-a0165efa50ba,33,偏头痛,缓解期,包含治疗阶段,1.0,299,['8e89504c56712d7e6317736021612ef16ebddf16c46e654d54035c555b49620dfe19a8c613ebbd5416f9b95ce048c5e338d85bd7535a5d4c23921bf1ae047a96']
786c25f4-c1c2-4d61-b957-25037641ea31,34,头痛严重程度分级,视觉模拟评分法,使用进行评估,2.0,2,['218229e8c2d07caa2f532278c3b7a95cedfb648fd6381b64666c9fb48882dfc3f5dff5605eb274923c913f9f94bbb3751c14fdf2e2f777cb9346cc2f967e45f8']
d85f89c9-deae-47d6-bf1c-86c4e9eb6522,35,偏头痛,风瘀阻络证,"常见证型为
是偏头痛的证型",17.0,303,['2613bb946cabff0fdc6100d8dfacc5639d043567be0e075dc968299ee66a1407c032fd9c338aa8f22ea99a4ce603aab1b6438e494b69c0a7a9949a2fa2a17d04']
1977cda9-d2e8-4ac3-b014-43f7e33cbbcd,36,偏头痛,肝阳上亢证,"常见证型为
是偏头痛的证型",17.0,301,['2613bb946cabff0fdc6100d8dfacc5639d043567be0e075dc968299ee66a1407c032fd9c338aa8f22ea99a4ce603aab1b6438e494b69c0a7a9949a2fa2a17d04']
2a3242b0-f055-47fc-98aa-165c810fa494,37,偏头痛,风痰上扰证,"常见证型为
是偏头痛的证型",17.0,298,['2613bb946cabff0fdc6100d8dfacc5639d043567be0e075dc968299ee66a1407c032fd9c338aa8f22ea99a4ce603aab1b6438e494b69c0a7a9949a2fa2a17d04']
48b56ec6-b9ed-4def-8620-04b2b4f797c4,38,偏头痛,瘀血阻络证,"常见证型为
是偏头痛的证型",2.0,298,['2613bb946cabff0fdc6100d8dfacc5639d043567be0e075dc968299ee66a1407c032fd9c338aa8f22ea99a4ce603aab1b6438e494b69c0a7a9949a2fa2a17d04']
b2480d0d-98d2-48d7-ba8c-c5dac6f96f67,39,偏头痛,中西医结合防治,用于防治,16.0,297,['a458294f42bdaaae8a5136abe6b357403f239d96f1f8a9aaaa4098fa742c440394e325865db4db764526df44663b359523ca447f41647f170f492cd9550a6127']
dad8240d-6e83-44cb-a056-3751f14be505,40,急性期治疗,预防性治疗,通常与...相结合,2.0,58,['a458294f42bdaaae8a5136abe6b357403f239d96f1f8a9aaaa4098fa742c440394e325865db4db764526df44663b359523ca447f41647f170f492cd9550a6127']
11f6e817-c607-4572-8bcf-8e2032620706,41,预防性治疗,发作频率,用于降低,8.0,33,['243baadc036ebd5c237eb0fc8241cb85f5b20d68bdda0f7f7f1c266ecb583f406c167720b89ec53cdd252c4f90aafd0e5cce5df8fd41f68617eb126dffe12341']
c5db2664-0a25-4270-9913-2d065cae00e8,42,预防性治疗,发作程度,用于减轻,8.0,33,['243baadc036ebd5c237eb0fc8241cb85f5b20d68bdda0f7f7f1c266ecb583f406c167720b89ec53cdd252c4f90aafd0e5cce5df8fd41f68617eb126dffe12341']
c323fec0-84f1-4beb-a4fd-97dee3c301e0,43,预防性治疗,失能,用于减少,8.0,33,['243baadc036ebd5c237eb0fc8241cb85f5b20d68bdda0f7f7f1c266ecb583f406c167720b89ec53cdd252c4f90aafd0e5cce5df8fd41f68617eb126dffe12341']
e865c54a-5745-4233-93a4-5c4886487de7,44,预防性治疗,急性发作期治疗效果,用于提高,1.0,33,['243baadc036ebd5c237eb0fc8241cb85f5b20d68bdda0f7f7f1c266ecb583f406c167720b89ec53cdd252c4f90aafd0e5cce5df8fd41f68617eb126dffe12341']
500bb295-ff5a-4026-975e-57da7b56fb21,45,偏头痛,预防性治疗,**偏头痛的预防性治疗**是一种治疗阶段，其核心目标是预防或减少偏头痛的发作。具体而言，它旨在降低发作的频率和严重程度，从而改善患者的生活质量并减轻疾病导致的残疾。该治疗需要进行有效性判定，以确保其达到预期的预防效果。,93.0,328,"['ea11ee96d3f2af771dfccd60c6353ed3c6d19ec37a683206c7b6ec35c911aaccf0e3d24e9f5b9f8d9b79b5f8c9bf6996aef32803f67d953fa9b2cab9c1c2e149'
 'e49aff32a59ed37a6f07ad54de938177fc4f6c7a014d75cbb68b19876cc9726f90e380cb1a3239f8ae7e3499c97a4d6aa863c4733082e908275eadd69856fe51'
 '8931f5c2719f51b2f9670b2d6459ef249a615ff1844aa72e17aae8f17efb1694bedb22ad4ac573f8d6ae43d180cff0ee4892d3597d879483f09e8da03c6bc511'
 '3094b23ee2b02a1ebf0e6f0494741e8b4c098d1401dd6d444c7e611df529f1098214f283638978a30c131cae8f3cbeaaf9679c1e01b075e601c671cf42b1e25c'
 'ab02a1307f63358bba10915511264b7bd499a08f4799ccbe749feea02892d3b4576b80b148aafc7d157b4e4ee34994660056fda352cb0162f7687641ca4e1399'
 'b1ee9fca7026d9a451701ab580130239412496d9c903653e2dffdb84d5e68840671b7da965cc3cea481a2b77c5e406d3237826861317b0a52491a46758b864ff'
 '70a2289e3d01e3539fe24bc8816199ec843e6167c86c98eab9ae712b137d41c9258075897a7e3e9b5e140cfbf8f001570f2de182562d0fd13781b8f0c716aae2'
 '3f782c82580d6e62e08d2748ae50d379c9ad01c81d9265f50b9abe64ef32dd96ddc92b0a6cb55092a728e73bf9bba8a93ed4b1306fab2fe207936fee806ea0a0'
 'c7d1b4a4d6c1890a132c31e59180d731225566cf55ebabf81e05e51dc067c87990a977ce7b4870782038556add3f4a624eb29460e048396081cec193a59c7894'
 'c2031564b2d99daca2b5e349850ba0ba86764393067e0bc3c11ae4ef38757e18e509b367c36da2449af5b154da283005bbf3932e84d351c1c6a1f23eeeef7a73']"
76f05288-9298-4aad-bbcb-cdab3998430d,46,预防性治疗,偏头痛,预防性治疗是针对偏头痛的一种治疗阶段，其目的是通过定期进行干预来减少偏头痛发作的频率和严重程度，从而起到预防作用。患者通常需要在医生指导下持续进行该阶段的治疗以实现长期管理。,7.0,328,"['385f64f1d30ad793629774f67d67cb267548315f3c95c2a9d847a3e7ce87713464fdc490766f3f416a1a499d74df1fef5e81c0ee8a9d54d9ce1c8333c14738ba'
 '2b384656525832ccf7fcb18f887bf305fc02cd19bd9bfe73ae028b4951f90e37b7e146e308f4a4dc93e2357ad0ed8dc0ae39d88e9ee8e463302ad37ab1e6a1ad']"
2405ce3e-5fc6-40d0-bbff-e907932dbd31,47,偏头痛,偏瘫性偏头痛,是亚型,9.0,297,['385f64f1d30ad793629774f67d67cb267548315f3c95c2a9d847a3e7ce87713464fdc490766f3f416a1a499d74df1fef5e81c0ee8a9d54d9ce1c8333c14738ba']
fc10ec56-f497-4f40-8920-44d7d4c8720b,48,偏头痛,伴有脑干先兆偏头痛,是亚型,9.0,297,['385f64f1d30ad793629774f67d67cb267548315f3c95c2a9d847a3e7ce87713464fdc490766f3f416a1a499d74df1fef5e81c0ee8a9d54d9ce1c8333c14738ba']
e705416d-d5a4-4fb2-8b63-79f0e7ed149f,49,偏头痛,偏头痛性脑梗死,偏头痛性脑梗死是偏头痛的一种特殊类型，属于其并发症。,9.0,299,"['385f64f1d30ad793629774f67d67cb267548315f3c95c2a9d847a3e7ce87713464fdc490766f3f416a1a499d74df1fef5e81c0ee8a9d54d9ce1c8333c14738ba'
 '3f782c82580d6e62e08d2748ae50d379c9ad01c81d9265f50b9abe64ef32dd96ddc92b0a6cb55092a728e73bf9bba8a93ed4b1306fab2fe207936fee806ea0a0']"
ec553551-730f-4770-b9b0-cdd5d2c97ba3,50,偏头痛,川芎茶调散,用于治疗,8.0,298,['5257bc5aeadc011a5763e61ee07795768e01f63717209911c4c72123b1fbf5ce87dcfc3e1c9ce6d216a2937a8980d7fef0635b203fb0af5eb60a000b79d8eb41']
82a5df8f-64f5-47ce-a1cd-85a993cd7436,51,偏头痛,散偏汤,用于治疗,8.0,298,['5257bc5aeadc011a5763e61ee07795768e01f63717209911c4c72123b1fbf5ce87dcfc3e1c9ce6d216a2937a8980d7fef0635b203fb0af5eb60a000b79d8eb41']
7d112779-aef6-4c01-9dd7-1e8c603cebf4,52,偏头痛,都梁软胶囊,偏头痛是一种常见的原发性头痛疾病，都梁软胶囊是用于治疗该病症的药物。根据现有描述，该药物主要用于缓解偏头痛的发作症状；同时，也有描述指出其可能用于预防偏头痛，但这一疗效尚待进一步证实。因此，都梁软胶囊的主要临床应用是治疗偏头痛，其预防作用仍需更多证据支持。,18.0,299,"['5257bc5aeadc011a5763e61ee07795768e01f63717209911c4c72123b1fbf5ce87dcfc3e1c9ce6d216a2937a8980d7fef0635b203fb0af5eb60a000b79d8eb41'
 '238dd9495214c1f5dabc20718c46f30b60e954190220bd99189450cd340b3ae336482beca52b26e8653e82062dffe95c5d2a0e85373cc3f8dcef7e787492ee35']"
778e399c-6aa8-4d18-ba5c-00b16ef99959,53,偏头痛,正天丸,用于治疗,8.0,298,['5257bc5aeadc011a5763e61ee07795768e01f63717209911c4c72123b1fbf5ce87dcfc3e1c9ce6d216a2937a8980d7fef0635b203fb0af5eb60a000b79d8eb41']
6cbc8de2-5ef4-4ef4-8637-94c508b53d03,54,偏头痛,通天口服液,用于治疗,8.0,298,['5257bc5aeadc011a5763e61ee07795768e01f63717209911c4c72123b1fbf5ce87dcfc3e1c9ce6d216a2937a8980d7fef0635b203fb0af5eb60a000b79d8eb41']
916c5348-6ea2-46d7-ae16-fbff974d1cb5,55,偏头痛,川芎清脑颗粒,用于治疗,8.0,298,['5257bc5aeadc011a5763e61ee07795768e01f63717209911c4c72123b1fbf5ce87dcfc3e1c9ce6d216a2937a8980d7fef0635b203fb0af5eb60a000b79d8eb41']
d46b4f20-98bd-4712-91e9-8d5832a3fc4a,56,偏头痛,天麻钩藤饮,用于治疗,8.0,298,['5257bc5aeadc011a5763e61ee07795768e01f63717209911c4c72123b1fbf5ce87dcfc3e1c9ce6d216a2937a8980d7fef0635b203fb0af5eb60a000b79d8eb41']
723fe3f5-0089-4b5a-868d-c12968afbcde,57,偏头痛,天舒胶囊,**天舒胶囊**是一种用于治疗和预防偏头痛的药物。它既可用于急性发作期的治疗，也可作为预防性治疗方案，以减少偏头痛的发作频率和严重程度。,22.0,299,"['5257bc5aeadc011a5763e61ee07795768e01f63717209911c4c72123b1fbf5ce87dcfc3e1c9ce6d216a2937a8980d7fef0635b203fb0af5eb60a000b79d8eb41'
 '238dd9495214c1f5dabc20718c46f30b60e954190220bd99189450cd340b3ae336482beca52b26e8653e82062dffe95c5d2a0e85373cc3f8dcef7e787492ee35']"
7d1bfc46-e948-49ba-b4a7-9a31dd11e78f,58,偏头痛,养血清脑颗粒,养血清脑颗粒是一种中成药，主要用于治疗偏头痛。此外，它也被考虑用于预防偏头痛的发作，但其在预防方面的确切疗效尚待进一步临床证实。,18.0,298,"['5257bc5aeadc011a5763e61ee07795768e01f63717209911c4c72123b1fbf5ce87dcfc3e1c9ce6d216a2937a8980d7fef0635b203fb0af5eb60a000b79d8eb41'
 '238dd9495214c1f5dabc20718c46f30b60e954190220bd99189450cd340b3ae336482beca52b26e8653e82062dffe95c5d2a0e85373cc3f8dcef7e787492ee35']"
0d3978eb-237f-4683-be9f-85084b26b90a,59,偏头痛,丹珍头痛胶囊,用于治疗,8.0,298,['5257bc5aeadc011a5763e61ee07795768e01f63717209911c4c72123b1fbf5ce87dcfc3e1c9ce6d216a2937a8980d7fef0635b203fb0af5eb60a000b79d8eb41']
724033c5-8894-4e4c-ba64-e12c694cf14a,60,偏头痛,头痛宁胶囊,用于治疗,8.0,299,['5257bc5aeadc011a5763e61ee07795768e01f63717209911c4c72123b1fbf5ce87dcfc3e1c9ce6d216a2937a8980d7fef0635b203fb0af5eb60a000b79d8eb41']
d7acce4f-f299-43ff-8648-969f806d0b3b,61,川芎茶调散,风瘀阻络证,用于治疗,8.0,9,['5257bc5aeadc011a5763e61ee07795768e01f63717209911c4c72123b1fbf5ce87dcfc3e1c9ce6d216a2937a8980d7fef0635b203fb0af5eb60a000b79d8eb41']
0d15f400-3f1e-4a4e-94c0-ae9f5e624b12,62,散偏汤,风瘀阻络证,用于治疗,8.0,9,['5257bc5aeadc011a5763e61ee07795768e01f63717209911c4c72123b1fbf5ce87dcfc3e1c9ce6d216a2937a8980d7fef0635b203fb0af5eb60a000b79d8eb41']
c4b34544-4a15-4163-8ffa-52afb67dc06b,63,都梁软胶囊,风瘀阻络证,用于治疗,8.0,10,['5257bc5aeadc011a5763e61ee07795768e01f63717209911c4c72123b1fbf5ce87dcfc3e1c9ce6d216a2937a8980d7fef0635b203fb0af5eb60a000b79d8eb41']
2f73123f-512f-4bcb-a3ad-6d6c578ac3a8,64,正天丸,风瘀阻络证,用于治疗,8.0,9,['5257bc5aeadc011a5763e61ee07795768e01f63717209911c4c72123b1fbf5ce87dcfc3e1c9ce6d216a2937a8980d7fef0635b203fb0af5eb60a000b79d8eb41']
554df339-beb6-455c-9254-ca20e4034f88,65,通天口服液,风瘀阻络证,用于治疗,8.0,9,['5257bc5aeadc011a5763e61ee07795768e01f63717209911c4c72123b1fbf5ce87dcfc3e1c9ce6d216a2937a8980d7fef0635b203fb0af5eb60a000b79d8eb41']
d4a94796-37d4-4ab3-b0f7-9a123917af15,66,川芎清脑颗粒,风瘀阻络证,用于治疗,8.0,9,['5257bc5aeadc011a5763e61ee07795768e01f63717209911c4c72123b1fbf5ce87dcfc3e1c9ce6d216a2937a8980d7fef0635b203fb0af5eb60a000b79d8eb41']
a935c501-dc7c-4ab9-a43e-c6c72d3242c4,67,天麻钩藤饮,肝阳上亢证,用于治疗,8.0,7,['5257bc5aeadc011a5763e61ee07795768e01f63717209911c4c72123b1fbf5ce87dcfc3e1c9ce6d216a2937a8980d7fef0635b203fb0af5eb60a000b79d8eb41']
bcba502d-40b3-4b09-aaf3-fc6c1ebfed8f,68,天舒胶囊,肝阳上亢证,用于治疗,8.0,8,['5257bc5aeadc011a5763e61ee07795768e01f63717209911c4c72123b1fbf5ce87dcfc3e1c9ce6d216a2937a8980d7fef0635b203fb0af5eb60a000b79d8eb41']
bc7818bd-cf24-4009-951f-2fac729affd0,69,养血清脑颗粒,肝阳上亢证,用于治疗,8.0,7,['5257bc5aeadc011a5763e61ee07795768e01f63717209911c4c72123b1fbf5ce87dcfc3e1c9ce6d216a2937a8980d7fef0635b203fb0af5eb60a000b79d8eb41']
8a2779dc-69ef-428e-a2a4-0672c6a4f03d,70,丹珍头痛胶囊,肝阳上亢证,用于治疗,8.0,7,['5257bc5aeadc011a5763e61ee07795768e01f63717209911c4c72123b1fbf5ce87dcfc3e1c9ce6d216a2937a8980d7fef0635b203fb0af5eb60a000b79d8eb41']
038c4252-31f4-4e6e-8b77-3ccc8148212c,71,头痛宁胶囊,风痰上扰证,用于治疗,8.0,5,['5257bc5aeadc011a5763e61ee07795768e01f63717209911c4c72123b1fbf5ce87dcfc3e1c9ce6d216a2937a8980d7fef0635b203fb0af5eb60a000b79d8eb41']
0f719d26-daf4-4560-b930-5b0baf34c109,72,偏头痛,通窍活血汤,用于治疗,16.0,298,['de94d2a51c5eabe241bc242da808e240a27bbb801f7ba6cbc0ddb22bddc136d98d6c1c0bb0d8d0f35ebecf1b00dedbf27113516bc4857e793c2c5ad3ad6d3e39']
442b9712-2e15-4234-b343-6453a45825dd,73,偏头痛,血府逐瘀汤,用于治疗,16.0,298,['de94d2a51c5eabe241bc242da808e240a27bbb801f7ba6cbc0ddb22bddc136d98d6c1c0bb0d8d0f35ebecf1b00dedbf27113516bc4857e793c2c5ad3ad6d3e39']
