id,human_readable_id,text,n_tokens,document_ids,entity_ids,relationship_ids,covariate_ids
bdca646a9e1039c94adb7fa01436167fbcce136d9e3779133c07fe55732a767f4754180083bf32e104c7259f6cb20c51ab781a0f02fac3d372ead7eab9f86369,45,"METADATA:
{
  ""parent_headings"": [
    ""# 5 指南的发布、传播与更新""
  ]
}

CONTENT:
指南将在学术期刊发表，发布后将以学术会议等形式进行传播，促进在临床上的使用，使其能更好指导临床实践。工作组计划每4~5年对指南进行更新。

利益冲突：本指南制订过程中，所有参与本指南的专家和工作组成员与医药企业不存在指南相关的利益冲突。",126,['CN 中国偏头痛中西医结合防治指南（2022年）_1773147421'],"['906cee26-c53d-4f2c-b495-0c51f1e25c0f'
 '9996c9e6-8ab4-4b25-a229-c17cbd5adf44']",['155dd44d-7a9c-4718-a340-fbbc9680312d'],[]
a0d7fb96d78be0caeaa21d922964631e9286b94f2d53f7525f43783100264ae8dcea606ee14ec20ea46eb02670b76ed8846593748e9d7efae8d6665b5bc6076f,46,"METADATA:
{
  ""parent_headings"": [
    ""# 专家委员会：""
  ]
}

CONTENT:
执笔人：张云云（上海中医药大学附属岳阳中西医结合医院）、吴波水（复旦大学附属华山医院）、刘毅（上海市中医医院）",74,['CN 中国偏头痛中西医结合防治指南（2022年）_1773147421'],"['a49c4845-46bf-4162-83f4-d35be9abd83f'
 'ac6bc81b-e976-43be-9973-8a83403386ac'
 'ff4b9544-4450-4083-824d-6bf9eba0089c'
 'c7cc53b1-27d1-4d18-bcec-44b7306c4fe3'
 '41a4feae-9c74-4a4a-93b5-7a27c4f75653']",,[]
b3ceb375a55b4e7ba18f653347b41f2092a73eb984ff64b91f6e21e4da5953b02a42f3c83d12ce994fafb0f4cd8cbbbbeac31e1961147e1787e27cf87482d03d,47,"METADATA:
{
  ""parent_headings"": [
    ""# 专家委员会成员（按姓氏笔画排序）：""
  ]
}

CONTENT:
中医专家：于涛（天津中医药大学第一附属医院）、王厹东（上海浦东新区中医医院）、过伟峰（南京中医药大学）、刘毅（上海市中医医院）、杨文明（安徽中医药大学第一附属医院）、杨添淞（黑龙江中医药大学附属第一医院）、张兰坤（南京中医药大学第二附属医院）、陈卫银（成都中医药大学附属医院）、陈志刚（北京中医药大学东方医院）、林海（西安市中医医院）、饶旺福（江西中医药大学）、曹晓岚（山东中医药大学附属医院）

中西医结合专家：马云枝（河南中医药大学第一附属医院）、古联（广西中医药大学第一附属医院）、杜宝新（广东省中医院）、吴成翰（福建中医药大学附属第二人民医院）、吴波水（复旦大学附属华山医院）、况时祥（贵州中医药大学第二附属医院）、张云云（上海中医药大学附属岳阳中西医结合医院）、周洋（上海中医药大学附属岳阳中西医结合医院）、侯群（浙江省中医院）、顼宝玉（中国中医科学院附属西苑医院）、高长玉（河北医科大学第二医院）、樊萍（江西省中西医结合医院）

西医专家：王志红（河北医科大学第二医院）、张成（中山大学附属第一医院）、林友榆（晋江市医院）、罗玉敏（首都医科大学宣武医院）、洪铭范（广东药科大学附属第一医院）、徐平（遵义医科大学附属医院）、高燕军（承德医学院附属医院）、彭英（中山大学孙逸仙纪念医院神经科）、谢涛（河北医科大学第二医院）、熊友生（南昌大学第二附属医院）

循证医学专家：张云云（上海中医药大学附属岳阳中西医结合医院）

秘书组：韦紫君（上海中医药大学附属岳阳中西医结合医院）、张月婵（上海中医药大学附属岳阳中西医结合医院）",873,['CN 中国偏头痛中西医结合防治指南（2022年）_1773147421'],"['c5f6d5c9-f8eb-4880-9972-3bb50f919e50'
 '8fec9e94-e0e9-4c89-877f-ccbe997a65c0'
 'f6c2bf65-3705-4083-aff1-c91763ecd569']","['021ee1a3-9c86-4b01-b3cb-5ea00c441994'
 '78eb35fb-c797-4604-8457-781eedbc4482'
 '214173d3-b501-4d0b-b2d3-56f1101b5f92']",[]
82eeac8f771352c5377dfcfe3f5be2e8632ed003772c57ddab6da7b7e9ddc9702945ac7aaa4a70ca47c410ca7f1558154488b7da94576e06ae5fa8738b84b264,48,"METADATA:
{
  ""parent_headings"": [
    ""# •指南与规范•""
  ]
}

CONTENT:
# •指南与规范•",9,['CN 中国偏头痛急性期治疗指南（第一版）2024_1773147414'],['5b540674-f91b-4c92-8a8e-1dbcba4734d6'],['e9a98fa1-dece-4b56-ac62-42c56b1c4ce2'],[]
7d74751b12773d1ba1111f71866d71285db4f718701a5dc05620ca962c4cb691ae9b12cf1c0f77381ec9d20ca947aafbb3f3c24eabf017f1307cf1774f42b8ba,49,"METADATA:
{
  ""parent_headings"": [
    ""# 中国偏头痛急性期治疗指南（第一版）""
  ]
}

CONTENT:
中国医师协会神经内科医师分会中国研究型医院学会头痛与感觉障碍专业委员会

摘 要 近年来，偏头痛的治疗策略不断规范更新，然而国内在偏头痛急性期治疗实践中仍面临一系列挑战，包括药物选择不当、治疗不足或使用过度、安全性与耐受性不佳等，以及对特定人群、特殊类型偏头痛急性期治疗规范仍相对匮乏。为此，由中国医师协会神经内科医师分会、中国研究型医院学会头痛与感觉障碍专业委员会共同组织编写制订本指南，对《中国偏头痛诊治指南（2022版）》中的急性期治疗进行补充与更新，针对偏头痛药物和非药物治疗、偏头痛持续状态及特殊人群的急性期管理策略进行详细阐述，旨在进一步提升偏头痛急性期治疗效率。

关键词 偏头痛；急性期治疗；临床循证实践指南

偏头痛是一种由神经-血管功能失调导致的高度失能的发作性疾病，已影响全球超过十亿人。其特征表现为中至重度头痛，常伴有恶心、呕吐、畏光、畏声等症状 [1]，严重影响病人的工作与生活。目前的治疗方法包括急性期治疗和预防治疗。急性期治疗旨在迅速且持续地缓解疼痛及偏头痛相关伴随症状，改善病人的生活质量。然而，在偏头痛急性期的治疗实践中仍面临一系列挑战，包括药物选择不当、治疗不足、安全性与耐受性不佳，以及因过度使用镇痛药物而导致的头痛慢性化 [2,3]。近年来随着新型药物的研发与非药物治疗手段的进步，偏头痛急性期治疗策略得到了优化，涌现出多种新疗法。另外，我国在特殊类型和特定人群的偏头痛急性期治疗规范仍有待完善。鉴于此，中国医师协会神经内科医师分会、中国研究型医院学会头痛与感觉障碍专业委员会共同发起制订偏头痛急性期治疗指南，作为《中国偏头痛诊治指南（2022版）》[4] 的补充与更新，为偏头痛急性期的规范化治疗提供科学依据，以期进一步提升病人的治疗效果与生活质量。",997,['CN 中国偏头痛急性期治疗指南（第一版）2024_1773147414'],"['c5f6d5c9-f8eb-4880-9972-3bb50f919e50'
 '91f13df7-472b-49a8-bd21-1c606573fcfd'
 'd262c842-a2d6-415f-bab5-1351ed787099'
 'de5f2a5d-24f5-4199-a73f-ed0ba3384b7c'
 '52a27b22-b7b4-4966-9cd2-52c9e357f1f4'
 'edba5ce0-fece-41d6-b68e-bbf2be0ed027'
 '1943b7a7-5525-4e83-bc03-202e26973b0f']","['3fa79157-97de-4de0-81c3-1b090b32f4bb'
 '0995acf5-ee3b-41cf-8453-b7cabbd2d4ed'
 'cf3530b7-9a31-4586-9a93-fd4be5dcfeb1'
 '8f826fb2-2e89-4e60-b198-25b67ec1114e'
 '53d30e78-b5f1-4bb1-8974-0c76323774f7']",[]
216b5d37b3125c84710d2b3f71d83277b473896f3fa0f7b6a9e354cb1ff86c2aca8592c9b1477ed5cb581c71faf742662acabac70a5e6b30547ef11ba26ec104,50,"METADATA:
{
  ""parent_headings"": [
    ""# 1. 指南涵盖的范围和目的""
  ]
}

CONTENT:
# 1. 指南涵盖的范围和目的

为进一步指导和规范我国医师对偏头痛的急性期治疗，本指南在《中国偏头痛诊治指南（2022版）》的基础上编写制订，涵盖的临床问题包括急性期治疗原则、药物治疗、非药物治疗、偏头痛持续状态治疗及特殊人群治疗。由于偏头痛的流行病学、临床表现、诊断及鉴别诊断在《中国偏头痛诊治指南

（2022版）》已详细阐述，故本指南不再赘述。",229,['CN 中国偏头痛急性期治疗指南（第一版）2024_1773147414'],"['c5f6d5c9-f8eb-4880-9972-3bb50f919e50'
 '3d96cb59-0236-4102-a6cd-ce40f0854545'
 '8867eaba-c420-4807-a9b8-1b2f94fd7bb2'
 'dff3ffe1-c797-49a5-a7d4-29dfebe42ec8'
 '1b06acc6-60bd-4cdb-ace3-310f3c9f4cb0'
 '87abe1df-0b0d-4cad-8628-7d6a460a562a'
 '19f225d7-639f-4aa8-a978-d513ddcb42a3'
 '040c3094-f31d-4a80-b933-24d4768fea3f'
 '51862798-7f77-4ff0-909a-eb5eccf12f02'
 'f2750af3-cc25-49d8-945b-b73b1050c36c'
 'a66bd21d-c45f-4e4f-b928-2b08889887a0'
 '7773e189-e1d9-4ca7-a6f5-44d80380cc68']","['a6cf97ce-e8b8-4d71-89cb-231fb265f783'
 '41aba580-15cb-497a-9ac8-8769a991cc99'
 'f1772475-e578-4520-8bb4-ce8c122c04b7'
 '153f41b8-0839-4f5b-9e4b-65b03b978ee9'
 '8c4bdb6a-3bef-4501-866f-ddebc548da91'
 'a83430ea-fdbc-4bdd-ac79-d17c339a9d5e'
 'b3a399fb-52b5-4649-add1-bb9c5ce4dcc8'
 'fc0db86e-cb41-4520-9b48-986253715512'
 'c5b8aca0-5eca-4452-a3dd-cbcb25983cba'
 'ca6b5b9d-9915-448c-830b-7e6527422b61'
 '60f83720-8849-4709-adaa-670b71f679e1'
 '0a92a3c9-2f77-4890-984e-6a7348748208']",[]
f403737dfb7dcd685cbcc8fb750f467b93dec35ac7e6a20b5c6898b00234f3f28ee75149f5803003b6eb8f0b7bdf27627b5fd85b94f3b6305ced6f0a7bfcb2f1,51,"METADATA:
{
  ""parent_headings"": [
    ""# 2. 指南发起和支持单位""
  ]
}

CONTENT:
本指南制订由中国医师协会神经内科医师分会、中国研究型医院学会头痛与感觉障碍专业委员会共同发起，中国人民解放军总医院等 101 家医院为支持单位。",86,['CN 中国偏头痛急性期治疗指南（第一版）2024_1773147414'],"['040c3094-f31d-4a80-b933-24d4768fea3f'
 '51862798-7f77-4ff0-909a-eb5eccf12f02']",['ca6b5b9d-9915-448c-830b-7e6527422b61'],[]
73dbcb13723d122ecc56c06ccc7db8a2ac39c6dcad2615c2f2c266490a69be52110f7e004f9d0e84b0e1a18625a49ad972337ef385b0a4861c18db209916c0c2,52,"METADATA:
{
  ""parent_headings"": [
    ""# 3. 指南制订专家组""
  ]
}

CONTENT:
指南编写组成员以中国人民解放军总医院神经内科医学部人员为主，同时邀请来自全国各地的神经内科及其他相关学科专家成立指南制订专家组，包括临床医师、指南制订方法学专家、临床流行病学、药学和循证医学专家等共117名。",118,['CN 中国偏头痛急性期治疗指南（第一版）2024_1773147414'],"['d0f16997-a076-46a9-ac71-e9373ede6d81'
 '9e9e2f75-22d5-4ee1-8cca-d1a9ac40803d']",['1de7ab45-9490-4f73-b82e-00978dfe2e7a'],[]
c0caca2af0fb8858cbb39cf01ee4d38c3ec003f7557549792c64e09363931aa67c8dcf2f14082261568fd7077038dfe57d090f3067f4e73d1f4b0e554262cc1d,53,"METADATA:
{
  ""parent_headings"": [
    ""# 4. 指南注册与计划书撰写""
  ]
}

CONTENT:
本指南已在国际实践指南注册平台(http://www.guidelines-registry.cn) 注册（注册号：PREPARE-2024CN535）。指南的制订方法和步骤主要基于2022 年中华医学会发布的《中国制订/修订临床诊疗指南的指导原则（2022版）》[5] 和2014年世界卫生组织发布的《世界卫生组织指南制订手册》[6]，广泛检索和评价近年来国内外偏头痛相关研究进展及证据，并结合我国一线临床医师的实际诊疗经验及我国偏头痛诊疗现状，经过多轮专家意见调研，共同起草并议定相关诊疗推荐意见，同时依据国际医疗保健实践指南报告标准 (Reporting Items for PracticeGuidelines in Healthcare, RIGHT) 和临床指南研究与评 价 系 统 (Appraisal of Guidelines for Research andEvaluation II, AGREE II) 工具撰写全文。",329,['CN 中国偏头痛急性期治疗指南（第一版）2024_1773147414'],"['3d96cb59-0236-4102-a6cd-ce40f0854545'
 '51862798-7f77-4ff0-909a-eb5eccf12f02'
 '223cbe41-4765-483b-952c-6de48960e7f7'
 '34e931c1-a57b-4071-b06b-485bcd3b4f02'
 '4440cf6c-83cb-4283-90bf-fe6afb1a28cf']","['a906140a-c7bf-40f6-9d03-9ec6b9689411'
 'cc728721-1257-4825-9d61-f637a851d87a'
 'f77133a4-2b35-46f0-b7a4-0730ea1ce854']",[]
c094ce22b6069d49cc8e073f1a8a32d5448c92f03fc1c96cfc7ceddf997477d3aa8a461e4660fe0f75ec786bbcd9dc8f86a88f864b100b333810c5dfe2148ca6,54,"METADATA:
{
  ""parent_headings"": [
    ""# 5. 证据的检索、评价与分级""
  ]
}

CONTENT:
本指南遵循循证医学原则严格检索相关证据并进行证据质量与分级。鉴于国际头痛协会 (In-ternational Headache Society, IHS) 的 分 类 诊 断 标 准为 1988 年首次颁布，1990 年前后在我国推广，故确定检索 1988 年后发表的国外文献和 1990 年后发表的国内文献。本指南对 2024 年 3 月以前的PubMed、Medline、Cochrane、Embase 等外文数据库、中国知网 (CNKI)、维普等中文数据库进行检索，对设计严密、研究质量较高的文献进行总结分析，基于最高等级的研究数据进行证据评级，并结合指南制订专家组的一致意见，基于我国临床诊疗现状及相关诊疗措施的可行性制订相关推荐意见。按照推荐分级的评估、制订与评价 (The Grading of Recom-mendations Assessment Development and Evaluation,GRADE) 的要求将证据质量分为 4 级，采用证据到推荐表方式，结合证据质量、医疗措施的可行性与适用性、医疗成本与资源、病人价值观念与偏好等因素，经专家讨论给出2级推荐意见（见表1、图1）。",437,['CN 中国偏头痛急性期治疗指南（第一版）2024_1773147414'],['d3d2f364-00f8-4a32-ab40-eee342929470'],"['07d02a1e-af2e-47ea-9da8-3d05c5208b3b'
 'b9ca9767-6e96-4dc6-bb33-19db1b7e54d6']",[]
118c7bd305241f63fc8acc7a43be55e647e7c60b0496e3c7fa93ac7e08772d99c4d1f30dc27d341d54c191e8adaa5614e7bf6af62c894598b91d232c898d477e,55,"METADATA:
{
  ""parent_headings"": [
    ""# 6. 指南的发布、传播与更新""
  ]
}

CONTENT:
指南草案形成后，经相关学科多轮专家论证，最终确定并发布指南。指南工作组将主要通过以下方式传播与推广： $\textcircled{1}$ 在相关学术期刊发表； $\textcircled{2}$ 在国内不同地区、不同学科领域进行指南解读与学术会议宣讲，以便临床医师充分了解并正确应用本指南；$\textcircled{3}$ 通过网络或其他媒体宣传推广。本指南将根据国际指南更新报告规范 (Checklist for the Reporting ofUpdated Guidelines, Check Up) 进行定期更新，根据指南发布后相关研究证据的更新、证据更新对指南推荐意见的影响、相关药物上市状态，以及指南相关推荐意见的强度是否改变等问题，并结合临床诊疗现状完成更新，以更好地指导临床实践并形成技术规范。",290,['CN 中国偏头痛急性期治疗指南（第一版）2024_1773147414'],"['906cee26-c53d-4f2c-b495-0c51f1e25c0f'
 '72b87199-77a8-4f49-959c-4253edd3acf8']","['06117966-9861-4b9e-83a8-8ad8d814c64a'
 '92f65a20-56d9-473b-9b68-3d08038d12b7']",[]
1130ad4967afb133bbf0e642a6f8fa0041c2414d645343304b1360c1d9c162203071e1647448ff03b00480b585313245606bb7b75a806982c5f8f0ce2974de03,56,"METADATA:
{
  ""parent_headings"": [
    ""# 二、治疗目的""
  ]
}

CONTENT:
偏头痛急性期治疗的目的是快速且持续地解除头痛及相关伴随症状，恢复生活、职业、学习及社会能力，减少不良事件的发生、经济及医疗资源消耗。如果头痛发作频率较高，需结合预防治疗。",113,['CN 中国偏头痛急性期治疗指南（第一版）2024_1773147414'],"['c5f6d5c9-f8eb-4880-9972-3bb50f919e50'
 '8867eaba-c420-4807-a9b8-1b2f94fd7bb2'
 '52a27b22-b7b4-4966-9cd2-52c9e357f1f4']",,[]
9b5d6687000c0133f81778a533091cc0a229a0239e3e0d496b499a8438ae27709675065c4f39211ee02bf9bb8abaeaba0e8e221101f3443368e84b5b8152406e,57,"METADATA:
{
  ""parent_headings"": [
    ""# 三、疗效评判标准""
  ]
}

CONTENT:
常用治疗有效性的评价标准： $\textcircled{1}$ 2 小时内无疼痛； $\textcircled{2}$ 2小时内最困扰病人的伴随症状（most both-ersome symptom, MBS，即恶心、呕吐、畏光或畏声）消失； $\textcircled{3}$ 2 小时后疼痛缓解，即由中重度疼痛转为轻度或无痛； $\textcircled{4}$ 3 次发作中至少 2 次有效； $\textcircled{5}$ 治疗2 小时内头痛消失，且 24 小时或 48 小时内无头痛复发或未进一步服用镇痛药物[7]。

中国疼痛医学杂志 Chinese Journal of Pain Medicine 2024, 30 (10)

表1 证据质量分级  


<!-- TABLE_METADATA: {""type"": ""table"", ""page"": 0, ""table_idx"": 0, ""caption"": ""表1 证据质量分级"", ""footnote"": """", ""extracted_from"": ""mineru_api""} -->
<table><tr><td>证据级别</td><td>详细说明</td></tr><tr><td>证据质量分级</td><td></td></tr><tr><td>高</td><td>未来研究几乎不可能改变现有疗效评价结果的可信度</td></tr><tr><td>中</td><td>未来研究可能对现有疗效评估有重要影响，存在改变评价结果的可信度可能性</td></tr><tr><td>低</td><td>未来研究很有可能对现有疗效评估有重要影响，改变评估结果可信度的可能性较大</td></tr><tr><td>极低</td><td>任何疗效的评估都很不确定</td></tr><tr><td>推荐强度分级</td><td></td></tr><tr><td>强</td><td>明确显示干预措施利大于弊或弊大于利</td></tr><tr><td>弱</td><td>利弊不确定或无论质量高低的证据均显示利弊相当</td></tr></table>


<!-- IMAGE_METADATA: {""type"": ""image"", ""page"": 1, ""image_idx"": 0, ""caption"": ""方法学专家全程参与指导 图 1 指南制订流程"", ""context_before"": """", ""context_after"": ""四、药物治疗"", ""extracted_from"": ""mineru_api""} -->
![](images/84b2aa6e65806e4402a449b3b6db436f04993a9774f2772eca7c76ed0a8777fc.jpg)  
方法学专家全程参与指导  
图 1 指南制订流程",806,['CN 中国偏头痛急性期治疗指南（第一版）2024_1773147414'],"['7c25e444-4557-469d-9773-1b20830eafc5'
 '07ed842d-e6cc-46ee-92cb-0c29b384b55a'
 'cd6505e4-932b-4f8b-847d-a7ff14903196'
 '79e78e9a-5954-4673-a275-d1e16ec5133c'
 '822dde82-1ba0-4f3f-b01d-685da750f520'
 '92e8550b-ac92-4e2e-a8cd-6e08024ea6d3']","['337affe2-2bdb-459f-80ef-4b465413fb29'
 '7dc8b594-c5a2-4073-bdce-e659e0817ba3'
 '0505876a-fc3e-445b-901a-ebdd48be4d49'
 'b761996b-9e22-480f-a5ba-d15998b219ed']",[]
c01220242d7d3b6157eaf91fb6ad7e5f05d455441d91a2b77db0127e02b0fe7423ed15b66ae28fd3fab0125ef1b99725bfc52b50ef58fe62288f8190496b38bf,58,"METADATA:
{
  ""parent_headings"": [
    ""# 1.基本原则""
  ]
}

CONTENT:
# 1.基本原则

（1）选药原则：偏头痛急性期用药分为非特异性药物（如对乙酰氨基酚、非甾体抗炎药、含咖啡因的复方制剂）和特异性药物（如曲普坦类、吉泮类、地坦类、麦角胺类药物）。偏头痛急性期治疗首选非甾体抗炎药 (nonsteroidal anti-inflammatory drugs,NSAIDs) 或对乙酰氨基酚。若按照推荐药物的使用剂量和使用时机服药后治疗无效、仅部分有效或不能耐受，或有禁忌证的病人，则可选择特异性药物治疗，如曲普坦类 (triptans)、吉泮类 (gepants) 和地坦类 (ditans) 药物。

NSAIDs、对乙酰氨基酚、曲普坦类药物、含咖啡因类的复方镇痛药物、麦角胺类药物及含阿片的镇痛药物若持续每周用量超过 2 天，有药物过度使用风险时，推荐应用吉泮类药物治疗。对于病程早期就出现呕吐的病人，建议应用非口服制剂，如皮下注射、鼻内喷雾、栓剂或口崩片，也可联合止吐药物[8]。

对于偏头痛发作治疗成功后头痛复发（即头痛

消失后的 48 小时内再次出现了任何强度的偏头痛发作）的病人，建议服用第二剂相同的药物，注意总量不要超过每日最大剂量，如果无效，则改用另一种类别的药物；如果大多数治疗均出现头痛复发，则建议换用其他治疗方案。需要注意的是，偏头痛急性期药物治疗效果评价需用药后 2 小时进行，不建议2小时内重复给药 [8]。

急性期药物治疗是偏头痛全程管理的重要组成部分，急性期治疗效果与病人预后相关。为了更好地实现偏头痛急性期治疗目标，临床医师应根据病人的年龄、性别、病史、用药史和临床表现制订个体化用药方案。应兼顾急性期症状的快速有效控制与长期用药过程中对头痛发作频率的管理，避免反复、频繁服药，力争达到最佳治疗效果。

（2）用药时机：研究显示大部分病人头痛发作后 60 分钟内疼痛强度就已升至中-重度 [9]，此时药物反应变差，故推荐对于发作性偏头痛，无论选择何种急性期治疗，都应在头痛出现后尽早使用，以提高急性期药物的疗效，并迅速缓解失能 [10,11]。 。

慢性偏头痛存在治疗悖论，若于发作早期使用药物，会大幅增加药物过度使用性头痛 (medicationoveruse headache, MOH) 的风险，但若等到疼痛无法忍受时应用，又会降低用药的效果，目前尚缺乏针对此类病人用药时机的研究。本指南仍推荐头痛发作时尽早应用急性期药物，但尽量避免应用含阿片、巴比妥类药物，尽早启动预防治疗，降低偏头痛的发作频率。

$2 1 . 5 \%$ 的偏头痛病人存在前驱症状[12]，前驱期应用急性期药物（如曲普坦类、吉泮类）可以减少偏头痛出现的概率，显著降低治疗后 24 小时内的失能率 [13,14]。 。

由于先兆期应用曲普坦类药物治疗并未显示出更明显的治疗效果 [15,16]，以及其潜在的诱发缺血性事件的可能性，故不建议在先兆期服用曲普坦类药物，可在头痛出现时服用。NSAIDs 和吉泮类药物可在先兆期即开始服用。

（3）用药频率：偏头痛急性期用药需避免药物过度使用，若病人在应用预防性治疗的情况下仍存在药物过度使用，应调整急性期和预防性治疗方案。急性期药物及其用药频率通常为： $\textcircled{1}$ NSAIDs、对乙酰氨基酚、拉米地坦平均每周不超过 $2 \sim 3$ 天，每月不超过 10 天； $\textcircled{2}$ 曲普坦类药物平均每周不超过 2 天，每月不超过 8 天； $\textcircled{3}$ 含咖啡因的复方制剂平均每周不超过2天，每月不超过8天 [1,17,18]。

由于具有较强的药物依赖性以及较明显的不良

反应，不推荐使用麦角类、阿片类及含巴比妥类的药物，如确实需要使用，其频率应控制在：麦角类药物每月不超过 4 天；含阿片类药物每月不超过 8天；含巴比妥类药物每月不超过5天 [17~19]。

目前尚无吉泮类药物引起MOH风险的数据[20]，无明确用药频率限制。有文献报道，瑞美吉泮不仅可以控制偏头痛急性发作症状，还能有效降低偏头痛病人的头痛发作频率和 NSAIDs 及止吐药的服用天数 [21~23]，可能更适合高 MOH 风险以及 MOH 病人的急性期治疗。但由于上市时间不长，在中国人群中的疗效需要进一步验证。",2023,['CN 中国偏头痛急性期治疗指南（第一版）2024_1773147414'],"['c5f6d5c9-f8eb-4880-9972-3bb50f919e50'
 'ee08258f-7327-46f1-9459-c1bbd95e644d'
 '8867eaba-c420-4807-a9b8-1b2f94fd7bb2'
 '2d369837-9fd2-4cd4-bc6e-c6ec00c7de94'
 'e2b51cdc-bb66-4388-80c7-2c503528ad2f'
 'bec9e12f-7687-42c9-87d9-6a84c50320c8'
 '4ed8504c-8726-4713-bcc7-8b9a723b3a02'
 '545da2a4-1bb8-4191-9eb9-6c1e2306dd98'
 '68c355a0-8e8f-4c73-8c57-373ebb9c4985'
 '8ec8617f-d3b0-44f0-9d4f-1ecc352e77a4'
 '92e42688-265e-4203-902a-19615b559fcb'
 'de47c0c9-473a-44ea-8d31-73a8c89b74f7'
 'ec43d0e8-8720-4486-919d-8a87b808fb99'
 'fd28b7e2-ff46-4c3f-873d-7d902620849b'
 '13fe2ba8-ad27-4696-8fb4-7d8180755698'
 '05f8eef9-d144-455b-b6ad-50889ba85614'
 '4a7756a2-1318-4905-a2e5-f739c5412833'
 'abd6db10-c263-434a-bc9b-aa64cfe694c0'
 'cde52b68-3ed0-4ef9-810b-e071615a9f73'
 '93dbfc3d-95e9-4fd7-8a3d-d9f912a0414c'
 'cbf199de-d9d8-4b22-9b7c-1f062bef3188'
 'cc5996b9-6fef-4485-956b-4885c7820b19'
 '64ed0b2f-9b96-43db-bda5-e22fae1918cb']","['34d7eb03-b872-4876-a471-926d49bb40fa'
 'c2bb6ac1-8d7e-4542-b575-7caa668dbf04'
 '2152fb81-a343-4721-b1b6-e1816599a454'
 '27d43fe6-7afb-4b31-9127-1bc976881448'
 'b088b61c-e461-4bb6-840e-acfc9f82ed65'
 '153e41b5-c759-4c44-a74a-80c6d321662a'
 '07a0385c-8b60-48ad-9b1b-465e2d6cc5e2'
 '97dfc4c7-437b-40ea-9dcd-7851c80e5405'
 '3e311dda-e8fc-42e9-976d-b4917d0e7e34'
 '38a6200f-9473-428e-b1e4-7628bf0b6a05'
 '9a61bca4-a00e-4d50-9bc3-35b5ed545eba']",[]
